observed_response_value,average_of_predicted_response_values,standard_deviation_of_predicted_response_values
-0.54748845,0.3008074951498758,0.9845337141037115
0.7937821,0.1984484188793415,0.9969610970534355
0.30623043,0.4084144793828358,0.973509892105501
0.6442304,0.24390283847247485,0.9994969213534503
-0.93176246,0.22525097154959828,0.9861676452243117
-1.2885405,0.17520236854060675,0.9771253461128796
1.5133737,0.21338872158504177,0.9905752390153989
0.46047625,0.2577927743106849,1.0011674164674103
0.45444062,0.1899332628236169,0.991141147921485
-0.23966679,0.2676227024396291,0.9906711400287155
-0.057254095,0.21809424522037982,0.9895384745595668
0.23983723,0.44615927498371916,0.9837203600777541
0.16137315,0.4321650608485831,0.9796726948421782
1.6589016,0.3765360771942054,0.9891128134479671
0.2230716,0.29809466751330954,0.990741975306052
-0.9203615,0.36607210613377306,0.9970667278169255
0.3531747,0.40523515642835184,0.9881320992758225
1.7460843,0.33392898548129996,0.9706947415763906
0.47388926,0.1756821640627751,1.0218601999610366
-0.10553986,0.24934317005906387,0.990202934239851
-0.7882467,0.1950522057529477,0.9937998970623251
-0.2778931,0.25098271337608136,0.9972048619581193
2.805688,0.0977384777700668,0.9868001958407415
0.25928584,0.32011023758483576,0.9826639334645241
0.84542114,0.26415978776141524,0.9731214869259911
1.6347587,0.3794419836721387,0.9710177413771451
0.85615116,0.12184853459827259,0.9976823184219946
-0.7795284,0.2572287462039934,0.980394496090656
1.2685919,0.3587001906718634,0.9792410693427976
-0.270516,0.17639516588520587,0.9761506067112397
-0.37178195,0.3562749459218421,1.0008936339448695
-0.0015912444,0.2530749626608906,0.9937962509117633
-1.0142506,0.22855847872861412,0.9992207712744579
0.582532,0.2991939313957037,0.980292087875264
2.226259,0.4209750936062644,0.9807746641035985
1.7869929,0.36870056291004244,0.9849768723055621
1.1639729,0.23547824703469364,0.9825228761687169
-0.64607173,0.4653230260101883,1.0018841034379853
-0.42275038,0.3161481001893652,1.004538779139934
-0.03311106,0.3248296628881657,0.9750145307010245
0.38804775,0.23019114675258096,0.9966771840787562
0.06346014,0.2676357373170598,0.9953206528525634
1.6495128,0.4609245800596473,1.0176525349600176
-1.2590324,0.08862696757472212,0.9879153542426296
-0.7701392,0.4037039490766024,0.9861399738682689
1.6689612,0.3634201660538203,0.9765220371613486
0.10772238,0.4209295787402487,0.9793183870417183
-0.49115503,0.13330848909693238,1.0049677633168652
-0.73593706,0.20644521135091756,0.9980004938938913
-0.32617885,0.28221042809825275,0.9799174141196354
-1.5950207,0.15022540301934537,0.9794344166855049
0.49199638,0.3964574182134874,0.9891577868330149
-0.5568773,0.31115199443292035,0.9992244912298281
