observed_docking_score,averaged_predicted_docking_score
2.364740573895828,2.5442463234614348
2.3647754898790634,0.5439844544637171
-0.39062196318162445,-0.7564060792627788
-0.041904913850068115,0.6442758691433892
0.12747608141103833,-0.37061339040012464
3.0996306316626407,2.4475002015596257
3.4793548132644267,3.003720145779221
2.8642257595329967,1.7820013474726084
-0.20639722150007545,0.7829284825210894
1.7007613472076726,0.6801537097891269
1.4730220286230815,2.6616405013743374
0.20197175572064333,0.026629724108962027
-0.9248768580692025,0.6676078426579009
-1.2436652545719475,-1.5257561839588805
-0.9314874249340117,0.7750474829440881
1.1434423420743764,0.9445239739813825
4.793060658341966,1.9369964548937948
-1.3815420668629783,0.3779466910790641
0.9404948733254853,0.8350307719487851
-0.13672473255081286,-0.34415451569622546
2.06833960837231,2.128783359392499
0.24881116326597263,-0.3724629278737238
-3.204184883681771,-1.833563049285154
0.030821898547220394,-1.6074261243381698
1.3461193794617854,0.8363236907525611
2.6707871778021817,1.987551073813536
1.3269576780122414,1.3993068279276843
2.531391283356366,1.7031996459889358
-1.191830560668023,0.16533485768000278
0.9543924365253499,0.03722262942460974
-0.7829849043184349,-0.1993313040230894
3.7483397587635463,3.406999895618396
1.8538087677160737,1.1332087349872753
0.7849529929910465,0.04567644087743328
0.8955392641105188,-0.005669636028036273
3.060135804615183,2.6238366809908835
0.24411564285657383,1.5694436295239684
1.9541268736693773,0.8687456901412925
2.069155959007389,1.7565731088381038
0.45250021038860083,0.15039160959820375
-1.8948843670945754,-0.5256991779404875
1.6694316089043575,1.7034437425462103
1.359617912375115,0.8704336386578636
-0.8035662740760781,-1.2618098375071032
2.1986463631775206,2.0228109422391083
3.407943429631985,2.2988860530425725
-1.435963626321352,-0.39536098724055646
-1.7122677313075239,-0.42686267622051755
-2.050114797504564,-0.1451426162247914
2.446466831630054,2.1979093177726936
2.589945217476871,2.0651426247500386
0.6209356270605717,0.40671639254016767
2.4777073722653995,2.3440250239893268
0.9211825234061592,2.972452584408352
