observed_docking_score,averaged_predicted_docking_score,belongs_to_lowest_10_percent
-4.424,-5.857284895325407,0
-6.206,-5.838351158432936,0
-6.85,-5.80553219505859,0
-2.575,-5.790965153425027,0
-5.061,-6.055499986516466,0
-5.677,-5.49193908271201,0
-4.858,-5.766889318651867,0
-5.943,-6.094677598655954,0
-7.617,-6.125845573015619,1
-5.929,-6.139519289699272,0
-3.918,-5.562480619054878,0
-8.686,-5.868329409323182,1
-6.174,-5.866001579291512,0
-2.804,-5.66042728540256,0
-6.457,-6.155290029071139,0
-6.212,-5.991102622063484,0
-7.589,-5.6871485050664665,1
-4.827,-5.918939965587583,0
-6.561,-5.899421600076834,0
-6.162,-5.4556268165276665,0
-8.252,-6.654103881364134,1
-4.191,-5.862463624616196,0
-4.478,-5.865069830141163,0
-6.34,-5.760103360767124,0
-6.842,-5.969220833992042,0
-6.233,-6.07451275732839,0
-4.022,-5.673335939213427,0
-7.159,-5.559953733759168,0
-7.131,-5.825056407193238,0
-4.773,-5.852177788890878,0
-6.655,-5.890637676259691,0
-6.878,-5.9192022092231475,0
-5.987,-6.0527870293943336,0
-3.434,-5.85353638494763,0
-5.698,-5.471548114678545,0
-5.368,-5.806977678518367,0
-6.655,-5.729643985195582,0
-6.317,-5.848137129955183,0
-5.104,-5.883659682931793,0
-7.352,-5.596790088397745,0
-7.572,-6.063651170358516,1
-3.571,-5.261866737373262,0
-6.8,-5.890296344932038,0
-5.998,-6.012873896597158,0
-3.671,-5.924400931721731,0
-4.115,-5.876416018134395,0
-6.719,-5.925708881170386,0
-5.942,-5.98580522141496,0
-6.273,-5.684136206070214,0
-5.035,-5.774647560694665,0
-6.472,-5.6093476318323505,0
-6.204,-6.040638857601133,0
-3.749,-6.052797641787051,0
-6.58,-5.917963374948817,0
-5.579,-5.9663770010692465,0
-5.01,-5.755384396740654,0
-7.757,-5.995575485332944,1
-4.623,-5.899978730690874,0
-4.318,-5.885299658103783,0
-5.118,-5.288968011182337,0
-3.891,-5.4585641998314065,0
-5.171,-5.744144462016131,0
-6.769,-5.966362261198897,0
-4.775,-5.912313997412005,0
-3.912,-6.116074936059561,0
-5.073,-5.952065540951608,0
-4.378,-5.75604863801307,0
-6.126,-5.890914854887696,0
-5.941,-5.646365693730693,0
-8.227,-5.951075684569141,1
-8.759,-6.021137783202789,1
-5.339,-5.898219345540385,0
-4.311,-5.8467180120837225,0
-7.385,-5.764071305835404,0
-8.76,-5.8924496380273945,1
-6.978,-5.293124281672656,0
-3.852,-5.4929438136437,0
-6.224,-5.981030877604851,0
-5.412,-5.378987043436726,0
-7.19,-6.005081808656679,0
-5.722,-5.717917439891276,0
-4.469,-6.038680545982492,0
-5.507,-5.88510724031044,0
-7.189,-5.891118702818406,0
-6.232,-5.9152558034796066,0
-4.663,-5.986379459291206,0
-5.105,-5.658797866583512,0
-5.666,-5.950417863653881,0
-3.796,-5.877677891430869,0
-3.309,-6.050162918629679,0
-3.414,-6.01438912449096,0
-5.526,-5.962874529022909,0
-6.537,-5.347744770394758,0
-5.789,-5.534244392792666,0
-5.475,-5.912407247584049,0
-6.051,-6.518539070282604,0
-8.083,-5.73077550716815,1
-4.214,-5.87661502478034,0
