index,observed_response_value,average_of_predicted_response_values,standard_deviation_of_predicted_response_values
66383,0.9435097,-0.054012184739569875,0.8571764531685206
66384,1.030712,0.45983448987817616,0.934151451890048
66385,0.16204375,0.23719727287822054,0.8277583270895248
66386,0.5839681,0.32932918989434246,0.8775394009481436
66387,-0.016385574,1.3884319825568971,1.0980933909641588
66388,1.7162554,0.7188686314736811,1.2911401396714046
66389,0.28748065,0.3693671415215259,0.8552511985783083
66390,0.12447956,0.24908056140257637,0.8364675171077317
66391,0.5142066,0.3104699541425787,0.963310266980788
66392,-0.23237877,0.32330738065090703,1.0278248058479165
66393,-0.9112142,-0.9634368757333485,0.7783107068220827
66394,-0.06401114,0.00567124977010196,0.8500154512641281
66395,-1.5665725,-0.18883871515775527,0.8324639755128029
66396,-0.9729265,0.5484151922390705,1.1597870544786992
66397,-1.2197759,-0.6586795419903522,0.81358509566875
66398,0.9931478,0.8308697946244762,1.1347390259779435
66399,0.38944012,-0.62567226640794,0.7944296788642328
66400,0.7959369,0.08253180695302288,0.8470972819386591
66401,1.8940139,0.2552222129991999,0.7995022561332099
66402,2.0831754,0.22555340636747054,0.8355908486411678
66403,0.84691644,0.7408872054219316,1.0058020515602273
66404,-0.8783458,-0.6573564658844537,0.8155385573743772
66405,-1.1734918,-0.5455209237553408,0.8297550736297026
66406,-0.20286407,-0.3283779295214428,0.8451016221509615
66407,-0.39873353,-0.7731924484699458,0.8023847028040249
66408,-0.43227297,-0.39604033977359826,0.812910729056759
66409,0.21168186,0.11089119855560439,0.9179234325407797
66410,-0.89914024,-0.2358272175421213,0.8339095159714864
66411,0.30425036,-0.2981424745789635,0.8085786705759271
66412,-0.2907371,0.11768272810682065,0.8308277836175
66413,-0.27329662,-0.07819385673446409,0.7888905771129333
66414,-0.89712775,-0.10279865371694402,0.8176504333311445
66415,0.61281204,-0.309002986718735,0.851078178834717
66416,0.29955488,-0.14326450093342452,0.823552301679595
66417,0.6181783,0.3144310014643936,0.8827050961455789
66418,-0.24713595,-0.013443051260896061,0.8499138080975109
66419,0.14728656,0.32103222657432284,0.8070885860223928
66420,-0.7777278,-0.13458183720053554,0.8379223239623637
66421,-1.8724513,-0.4060145811164363,0.9103226366737787
66422,-0.097550586,-0.16891850196547734,0.8529356510706759
66423,-1.6899972,-0.8482696796607275,0.8156677895452239
66424,1.4479408,0.6184593072363197,0.8742991199477903
66425,2.345453,0.3797168631169386,0.900325816878601
66426,-0.53758645,0.23234102367715323,0.9084720866845116
66427,-1.5202881,-0.5663181282841532,0.8175645319050787
66428,-0.27597958,0.1892161400417386,0.8216198248444572
66429,-0.4691661,-0.3190431743959459,0.8133325037140717
66430,-0.6475954,-0.3886004029997843,0.8535175709857544
66431,0.73288274,0.5844721931990271,0.8405950965893264
66432,0.8965545,0.32514339038685636,0.9138129242324667
66433,0.09496519,0.24864013153445783,0.8360482149393954
66434,0.93411875,0.8857158730283882,1.219583388515176
66435,0.96430415,-0.3431192814139068,0.812230433089705
66436,-1.606149,0.28169777225826204,0.8235431574185551
66437,1.3124421,0.2897242201919147,0.8186263293358115
66438,-0.55435586,0.10959628481610748,0.896797679995219
66439,-1.2714266,-0.07250004236320046,0.8258182969626991
66440,-0.4839236,0.5159701950998109,1.024283000890078
66441,-0.8427941,-0.6800905125412736,0.8454688621632752
66442,-0.792485,-0.3005064455684525,0.8392952057194534
66443,-0.912556,0.20425125735620422,0.9277794209974792
66444,-0.117003255,0.027448709163248895,0.8120303222380535
66445,0.11441786,1.177361762826381,1.0347472988842938
66446,-1.5705969,-0.3585387420458193,0.8202776119755889
66447,-1.2566693,-0.1390926405029836,0.8179980605421419
66448,-0.75559187,-0.627885851963552,0.8094116634619255
66449,-0.023764007,-0.5827940593036551,0.814258134420074
66450,1.8504127,0.37238096161095624,0.8993551469212212
66451,-0.36251113,-0.11641987245117069,0.8522395520280869
66452,-0.64289993,0.3243779780675491,0.8304814188789771
66453,0.41627154,-0.0735795978123157,0.8140337443732028
66454,0.55445373,0.030497477032092477,0.9454219417286976
66455,0.021178612,-0.05666672332598772,0.8004541001790224
66456,1.5431926,0.4082749975614117,0.8482943618288135
66457,-0.23103698,-0.33644502581344937,0.7946977335193497
66458,0.8690524,0.5298813793029871,0.8660990208592824
66459,-0.47587413,-0.49165061880251193,0.8063706736118045
66460,0.9596087,0.47078206465418626,0.8666315041287137
66461,-1.1191579,0.2521904032559425,0.9411838831876861
66462,0.7013558,0.08755176392105248,0.8619187737948906
66463,0.46792218,-0.35517110978337046,0.8149304059989059
66464,-0.14920121,-0.4261928426510944,0.8661649621547707
66465,-1.2955747,-0.7650085316739883,0.8228310486092295
66466,-0.19615605,0.5056405190002643,0.9579105519991798
66467,0.3377898,-0.2195865116386082,0.8652466175232225
66468,-1.4156457,-0.5705257312801592,0.7980047827378696
66469,1.3265285,0.08789731199601232,0.9374586146059503
66470,-0.87163776,-0.4759865058012562,0.8288717340184382
66471,-0.17402011,0.4952886649336575,0.866026886489123
66472,0.1680807,-0.34803269928889946,0.822682751894242
66473,0.2767482,-0.2555093925230532,0.8297218962982985
66474,-0.8199875,-0.737405805970838,0.8093667956965928
66475,0.2666865,-0.004334357676275256,0.855192090547283
66476,-0.83809865,-0.40021877816802376,0.8239913407252585
66477,-0.6509491,-0.08950215555078536,0.8017199877723837
66478,0.41761333,1.1567757587019978,1.3128012673101392
66479,0.8381962,0.29068548267192373,0.9523882978311211
66480,-0.21091355,0.6672087227318206,0.9784785129164384
66481,1.8812689,0.3539261354930887,1.0340998201714515
66482,-1.188249,-0.49905988866751433,0.9008402595733006
66483,0.9596087,-0.8790182043413003,0.804065950149716
66484,1.4922129,0.6504670775788763,0.848658805398735
66485,-0.58387053,0.3472227219757557,0.913415723978762
66486,0.33711907,0.25744662358730325,0.8030370047531171
66487,0.76306814,1.2161054693957158,1.0865486882734001
66488,0.48335043,1.1566888142217504,1.1480394800583646
66489,0.5846392,0.28616626165092346,0.8300598131396628
66490,-0.43562698,0.058349864108415965,0.8959234688749599
66491,0.20363237,0.9477809886949402,0.9929474006698839
66492,0.33108178,-0.13294695229340972,0.8327425066287212
66493,-0.3517787,0.2845033156092112,0.9658706781423434
66494,-1.5062016,-0.5101348992592114,0.8571839316107568
66495,0.05874248,-0.4423071550362744,0.8230519128647493
66496,-0.49331456,-0.30476159694683974,0.8301127507933945
66497,-0.104258284,0.01722185044744195,0.8592797228062389
66498,1.1541367,-0.3906887705363917,0.8279187694789945
66499,0.6819032,-0.13813812943892376,0.8165103996180908
66500,0.95290065,0.4382602122053182,1.0422089814948872
66501,-1.2298379,-0.7752610954107162,0.800310636787628
66502,-0.82132894,-0.2801414044517512,0.8920025830710637
66503,-0.15859218,-0.20350096926225036,0.8336591651405878
66504,-0.45038417,-0.4070679337567392,0.8063491825066268
66505,0.029228104,-0.16665131627083343,0.814151504076193
66506,1.3687882,0.8646798931401711,1.1911838603983147
66507,0.61415356,0.21481386002071456,0.9156264918983995
66508,-1.37674,-0.9082240587802458,0.8134601430865936
66509,0.6456804,0.3938085575452908,0.856126632067322
66510,-1.0051244,-0.704554693293653,0.8218576621477971
66511,-0.34305847,0.08963613251740414,0.9200276560177378
66512,-0.2317077,-0.19260200339727518,0.8112655808923164
66513,0.90929955,0.21603519713757866,0.8677189762587115
66514,-0.8488311,-0.49470285169302103,0.8210923093344559
66515,1.6263701,0.10159927207682529,0.8100835776602807
66516,0.23784254,-0.2990557363734213,0.8067409404655531
66517,1.3473231,0.8681536439389708,1.125117535263902
66518,0.4068806,-0.2373154320771972,0.8417709090182225
66519,-0.6583279,-0.20850763800796127,0.8392837358717061
66520,0.5987256,0.40908230266901346,0.859982349586041
66521,-1.9583114,-0.3047575120377722,0.8445863179219512
66522,0.6114706,-0.5146674757678142,0.816534548762967
66523,-1.3069782,-0.5814636464071032,0.8072966867132707
66524,-0.6750976,-0.1576865269491006,0.8267727622236712
66525,1.1521242,0.5290815820799277,0.9431448181571036
66526,-0.27597958,0.0471579981950327,0.8414224931872364
66527,-0.50740105,-0.3889344688729118,0.8371390517997892
66528,-0.77370304,-0.6918966360149177,0.8478022626068275
66529,-1.0802525,-0.5999954097692682,0.7990611904360878
66530,0.39145264,-0.16142370245640444,0.8199796664143921
66531,0.81136477,-0.00805727848127178,1.0146352948215933
66532,-0.31958073,0.2948927844428883,0.8978134684360249
66533,-0.18005739,0.5925399842693455,1.0834333459038277
66534,5.106409,0.6522526318999887,0.9802714888581255
66535,-1.2902085,-0.4238338474844273,0.7939939969487627
66536,-0.4309315,-0.4047343910708995,0.8477628369833101
66537,0.6154953,0.8126803814122379,1.153303352161316
66538,0.73087054,0.4263001535302811,0.8257038534760529
66539,0.634948,0.6308070399951565,0.8400607677868772
66540,0.61415356,0.3102065365123296,0.828984904998649
66541,-0.2511607,0.15367572581264774,0.907983755091142
66542,1.5096532,0.14849295040961702,0.8384030413684525
66543,-1.0252479,-0.2880885391654525,0.8337173509692255
66544,-0.6865008,-0.12058736148464531,0.8027577364479717
66545,-0.51813346,-0.24103323806192076,0.8214941807022391
66546,0.23784254,0.7488667881073892,1.010190574714227
66547,0.84490424,0.19040589756960713,0.8146011873100321
66548,0.33846053,0.1367547017359297,0.9001699796632007
66549,0.47395945,0.08204028420134508,0.8548839087486857
66550,-1.0353096,-0.835526304183591,0.8007029458380547
66551,-1.0125029,-0.5735321980299257,0.8164089672053924
66552,1.1789556,0.7169951439036591,0.9553442915350414
66553,1.9201746,0.0031290425715467507,0.808744594540791
66554,0.8100233,-0.5586802410290725,0.7947791373798092
66555,0.19625393,0.1331550549354827,0.8291134730764936
66556,0.6570839,-0.3553604921697108,0.8274047729991842
66557,-0.2330495,-0.177207916841454,0.8483459482610632
66558,-0.3323257,0.04210384334193554,0.9548043745474525
66559,0.5953716,0.7792550162904676,0.9057251245592146
66560,0.7845334,0.06613157434876238,0.9115086390960176
66561,1.8168734,-0.4137062202213795,0.8981010947739815
66562,1.4908713,-0.06854044590289526,0.8562935774146055
66563,-0.8501729,-0.6692521640065011,0.8194965007347659
66564,-0.7307727,-0.07318133230754281,0.8029618166707243
66565,-0.5939323,0.9439652135873221,1.1294287166779595
66566,-0.82669514,-0.48829724309343836,0.8264339665511279
66567,0.37334147,0.24403576893583734,0.8526350424375309
66568,0.29888415,0.4468004108257327,0.8770834784461714
66569,-0.6979043,0.43568326958420983,0.8211962664753776
66570,0.16338523,-0.1570492677364718,0.8447062697510593
66571,-0.9206051,-0.04536139307724498,0.9486090266338919
66572,0.6839154,-0.36416158788392755,0.8191487554565239
66573,-0.6314964,-0.013361535297443211,0.8250249700132026
66574,0.013129122,0.11500716689875898,0.9528225649573572
66575,-0.7757156,-0.580395564673292,0.8231123263018713
66576,3.64812,0.12898864887094624,0.8529490930422999
66577,1.3352488,0.1483771289297231,0.8153951330728699
66578,0.31565386,0.2558369279686708,0.940043376586736
66579,-0.25518546,-0.45862423221350385,0.8260308325402868
66580,-1.2177637,-0.5667631389954162,0.8281321572764984
66581,-0.053278703,-0.3271406438996672,0.845957762975884
66582,-0.7891313,-0.024395034799561708,0.8474636385788754
66583,0.45718974,0.2145725496505241,0.9674214081566442
66584,1.1682231,0.20856065543948857,0.8683921256241169
66585,-0.94207036,0.20519705722197118,0.8360107525338941
66586,-0.9440829,-0.9352000600156001,0.7860723919855696
66587,-0.0063235494,0.6172044326018467,1.0707683455855552
66588,0.5611614,0.7117130027767884,0.8799556292637845
66589,0.8791141,0.28374016750192455,0.8777044518957707
66590,-0.13176076,-0.6686646081852399,0.816038080105734
66591,1.2366433,0.48921105820244865,0.8508961084360344
66592,0.48200864,0.17505624709758766,0.8531473216925821
66593,0.7369075,-0.39496435593269624,0.8023037555377928
66594,-0.0049820743,0.5360074580373442,1.23776904904007
66595,0.82880527,0.8197687260932514,0.9210517819841515
66596,3.8003883,0.11922749397137736,0.9001468798011169
66597,-0.97829306,-0.4267508654689872,0.819547595061338
66598,1.1615151,0.45600937115445794,0.9370229376680116
66599,-0.23774499,-0.728014503211532,0.7948871917916028
66600,1.2413388,0.7712473851126426,0.995897444594008
66601,0.17143472,0.38259659731207407,1.046078150719705
66602,-1.1325736,-0.6129471119131075,0.8155063162178825
66603,-0.3685481,-0.6837971748514856,0.813595093899214
66604,0.2653447,0.6039288727817419,1.0070002147712795
66605,-0.7629706,0.44138331519847657,0.8490972579833533
66606,-0.39940426,0.4055587874329588,1.144403271840161
66607,-1.1292199,-0.3601677137055475,0.8521921126382236
66608,0.39547738,0.5067748802305044,1.1058807875446304
66609,0.43304127,-0.1410606941058134,0.881451741102218
66610,1.3694589,0.66680672254343,1.113850605407381
66611,0.81673104,-0.1298276827119045,0.826079417901691
66612,0.08825717,0.21315331444762195,0.9369331769600396
66613,-0.99975795,-0.40967181368614686,0.8734133751204446
66614,-0.7495549,0.19822609676552266,0.8548631694154744
66615,-0.97158504,0.3133279741015626,0.9148327879460031
66616,0.5175603,0.718732434599107,1.0591545623063963
66617,-0.33299646,0.2425586479860051,0.846756650037746
66618,-0.8729796,-0.5585912006325772,0.8426578182621842
66619,0.19088739,-0.7228570936971276,0.8098754597626845
66620,-1.1453186,-0.4580062157152256,0.8191089315500653
66621,0.0359358,0.6725007285717393,1.056591373020772
66622,-0.4805696,0.3849996025643755,0.9667911544136356
66623,-0.3242762,-0.24048466253031384,0.8117642690429769
66624,1.2681702,0.6070593350771764,0.9150995360792662
66625,0.7409322,-0.35181138173838034,0.8312596439042678
66626,0.7959369,-0.5249776100953406,0.8658623046590688
66627,-1.5491321,-0.7990672360787329,0.7917773878095948
66628,1.1065108,0.7698470365657418,0.9250510800211889
66629,0.74696916,0.9078701462541222,1.1936875420753112
66630,1.9040755,0.2645792116568339,0.7983449784175292
66631,-0.46514136,0.5292979920704353,0.8287889452571217
66632,-0.516792,-0.019404259997395215,0.8343982465564465
66633,-0.18475287,-0.27921060570301304,0.8323687525776765
66634,-0.5389279,-0.12701087034365013,0.8271565513376464
66635,0.55445373,0.9732639773568617,1.0497905120710778
66636,-0.047912482,0.13666846132742616,0.9414891343883441
66637,-0.08413487,0.2917808215037248,0.8353007161195333
66638,-0.25719765,0.38503450241470233,0.879120065611743
66639,-0.67979306,0.07662746846723655,0.9301426494407646
66640,0.1083809,-0.20176115956561275,0.8126749390761254
66641,-0.7314437,0.14679430777309238,0.9186857755922263
66642,-0.69656277,-0.4938834815096748,0.8398730032031746
66643,0.1083809,0.6056790875972377,1.0813453180718695
66644,-0.049924694,-0.5681051735499857,0.8476319629335162
66645,-1.3150277,-0.4660142386366127,0.8154828126815357
66646,-0.81126726,-0.2578727950894031,0.8076037877852741
66647,0.48737517,0.09518318062058444,0.8574057106917933
66648,0.5987256,1.1393698376388335,0.9829218210751669
66649,-0.29610333,-0.1596394822509556,0.915122310266237
66650,0.9180198,0.09015656789925965,0.8610226699357192
66651,-0.4362977,-0.24347303575504067,1.1299986807078986
66652,0.24522129,0.3278732692355789,0.8440697489326902
66653,0.826122,0.256605966424977,1.0555529017268115
66654,-0.5858831,-0.344669694334891,0.8224110753126228
66655,-0.15255491,-0.4044093256554546,0.8315886258765327
66656,1.1172432,0.41670661151385285,0.9166121914695436
66657,1.0582142,0.36863271990811003,0.8522933890397122
66658,0.35724247,0.360426800896416,1.200086818275409
66659,-0.6804638,-0.24968455502749967,0.8096459378260273
66660,1.1917006,0.9429936532988568,1.2657253990468529
66661,-0.6737561,0.16230428768330515,0.9459194357176809
66662,1.3540308,-0.6488980673014451,0.8308716367625323
66663,0.46725145,-0.17824542406132002,0.8334982749214856
66664,-0.8595639,0.006674342184627365,0.9999265727876129
66665,1.1065108,0.7752574567597093,0.9870902097121342
66666,-1.3163692,-0.2787275891361726,0.811589089782039
66667,-0.22500001,0.12910934107925565,0.8749011954396826
66668,-1.5196177,-0.9466493938605184,0.7969963297754253
66669,0.29754266,-0.271071930391581,0.9486507305569439
66670,0.19088739,-0.4440420808628323,0.8033211673094768
66671,-1.109767,-0.5688531608169412,0.81259573930706
66672,0.21168186,0.13694593218132978,0.9149647756742771
66673,-0.26994264,-0.651136770062302,0.8125569191942792
66674,1.3030511,-0.030450320237752817,0.828343561524815
66675,-0.793156,0.3355145126552811,0.8320662931047652
66676,0.4156008,-0.1007710514945091,0.8553729434892594
66677,-0.54898965,0.5688046106633229,0.9117836425516036
66678,-2.419813,-0.5613547575233747,0.8239213467159148
66679,-0.30415282,0.538887573290282,0.9008430172296027
66680,1.0924244,-0.5742164898839818,0.8300403172633
66681,0.19357066,-0.2199215234232123,0.8733765283367538
66682,-0.42019874,-0.15964710409372823,0.835942685222406
66683,0.9441804,-0.5717887582689849,0.829384055215314
66684,1.0877289,0.25103252489282085,0.830933340718812
66685,-0.5583806,0.2742554894354935,0.8424614566076857
66686,-0.4362977,-0.40556583490272624,0.8293068456592255
66687,1.1387085,0.07751420924270827,0.7998308039622949
66688,1.6042341,0.6320129490038219,1.1186233374373091
66689,-0.46782464,-0.15274336736308605,0.8242052306916228
66690,-0.19951007,0.09537345656823426,0.8776755370421255
66691,-0.6670481,-0.17295189548267512,0.8544652932199936
66692,-0.34775394,-0.7443686002235139,0.8114896251665987
66693,0.66915816,0.619316474461558,0.9878389078501908
66694,1.187005,0.8709915852754214,0.9590810980791475
66695,-0.23036623,0.513271810525944,0.8324387275556073
66696,0.61281204,-0.5194408861272873,0.7961152338535398
66697,-1.0621413,-0.7033283172981711,0.8256398329984732
66698,-1.5350456,-0.009028748711985456,0.9226106686265926
66699,0.28412697,-0.7111312518743794,0.8090319306422061
66700,1.1299882,0.2273771224817732,0.8375584782706379
66701,-0.84950185,-0.5261085320610007,0.8329234229640494
66702,-0.34976617,-0.23700050125115746,0.8225393305920659
66703,-0.2853709,-0.38889285188148026,0.8415619228393543
66704,-0.060657457,0.25779236326984756,0.7998757539965677
66705,0.47932568,0.3974623006445996,0.8229455153054754
66706,-0.86425936,-0.6464211821800645,0.8068822235790235
66707,-0.14584722,0.6826470172275962,0.940522569796756
66708,0.3277278,-0.209893579865083,0.9368931709425878
66709,-0.5120965,0.08820011124802661,0.847808081316977
66710,0.35858396,0.324252735506769,0.8925684931899379
66711,0.11240565,-0.586939252273182,0.8002954238833621
66712,-0.8481604,-0.9144666582691251,0.786845131365242
66713,-0.012360828,-0.7413877536840515,0.8168550359411095
66714,0.25930774,0.5405369528331921,0.7980291421309823
66715,-0.3685481,-0.320936342977253,0.8420736168261209
66716,2.800917,0.7615881010064623,0.9367653106386504
66717,0.78587484,0.8044133959143974,0.9269724733859401
66718,-0.116332516,0.15722023915261357,0.8178992848736627
66719,0.87643117,0.3808026027554627,0.8202138001281545
66720,0.33376506,-0.49603326994988384,0.8050676440307185
66721,-0.2498189,-0.27538189494263743,0.8624695335548173
66722,-0.07206064,-0.21276156843495997,0.8143413408333836
66723,-0.6979043,-0.15907410170964853,0.8473577036356228
66724,0.031911053,-0.027364522602883783,0.8771819460123809
66725,0.8066693,-0.1837884640823041,0.8975985057802095
66726,0.8187435,-0.4667976887696825,0.867462270721877
66727,0.48200864,-0.11019799065531806,0.8286013089119314
66728,0.61079985,0.07352578860526499,0.8524747143898644
66729,0.8066693,0.14950757076188254,0.8745135069534649
66730,-0.13779773,0.07837130953408616,0.7999881862476197
66731,-0.28335834,-0.4224608930782636,0.8184263459440603
66732,1.37885,0.2306252805950071,0.8949121523959811
66733,-1.1372694,-0.26434968460051533,0.8476697296057965
66734,-0.2001808,-0.2585453652544138,0.846523978843503
66735,-0.021751795,-0.2573330306174053,0.8592499025100304
66736,-0.13779773,0.2134143753745759,0.8129507801682988
66737,1.3359197,0.43920152732651296,1.040418149975652
66738,-1.3613118,-0.7713325050948054,0.810541620201855
66739,-1.1587343,0.01748042217172596,0.8207333468864461
66740,-0.44703016,-0.4928654883379889,0.8288863511180626
66741,-0.18139887,-0.08447900817021899,0.908011461125815
66742,-1.0534211,-0.5774532361494614,0.819615648402866
66743,-0.5302077,0.12301123789665382,0.9028938336878304
66744,-0.6026525,-0.2990814486232513,0.8138464303317496
66745,0.17478873,-0.398307875903182,0.8827059139644873
66746,-0.4591044,0.2264049921029997,0.8724481843509332
66747,-0.3336672,1.1286716981436398,1.0152717004324372
66748,0.5846392,0.031030308311277836,0.8360652481880199
66749,0.013799859,0.08586613163623877,0.8581148178346395
66750,0.7141008,1.3583613401866914,1.0145580579132447
66751,1.8812689,0.24501443120942423,0.8836081053888093
66752,-1.4981521,0.5689663841592176,1.091328775638602
66753,-0.035838243,0.5605535234816185,1.0357988417534003
66754,-0.53758645,-0.3392654198460845,0.8222868247589828
66755,-0.9118849,-0.6371922154552833,0.8036868712569781
66756,4.3148813,0.8041097843188999,0.9571164269371039
66757,-0.62680095,-0.21295331302621262,0.829033562715223
66758,1.0629096,1.3722592853919362,1.1792641695215969
66759,0.6704997,-0.15201591789006166,0.8180538451555387
66760,0.74160296,0.5577825233388306,0.9267587007182463
66761,1.343969,0.4470732277643706,0.863997622650785
66762,-0.5899078,-0.12931476169647987,0.8466377016200068
66763,-0.17737412,-0.47949944725161414,0.8170577478705674
66764,-0.13377297,0.011350589837197717,0.9071186710949968
66765,1.0226625,0.17465615171619073,0.9424227100658257
66766,0.47194692,-0.3803229786533121,0.8860432938250439
66767,-0.54094017,-0.793163886488047,0.8187814218519748
66768,-0.4745323,-0.38123890202848804,0.8122989372347237
66769,-1.567914,-0.4837865000303663,0.8162331131679463
66770,0.103014365,-0.014944448937179208,0.8523749379452349
66771,-0.5308784,0.353679472519262,0.8269493486208698
66772,-1.166113,-0.5059954769094733,0.8107677417068396
66773,-0.08547635,0.23948429017201198,0.9303603694923767
66774,0.19424139,0.6591856599910773,1.0341734353416145
66775,-0.77974033,-0.6067412606859643,0.8213895851384277
66776,-1.0896435,-0.5120849305207229,0.8133528004467764
66777,0.4088931,-0.17994991145370595,0.9104764254736525
66778,2.64999,0.4994758030728719,0.8723136047007664
66779,-0.43026045,0.427146317018677,0.8415368939626497
66780,1.2621331,0.2506668843660966,0.8042699618257211
66781,-0.36653587,0.10892285747392585,0.8325706004778569
66782,-0.6750976,0.09621713414732355,0.8314016829339084
66783,0.2089989,0.9180515224822298,0.9928606376850384
66784,0.8153895,0.2502191184241632,0.8683215601800605
66785,-0.8669423,-0.8009804987540527,0.8021438200495947
66786,0.43706602,-0.08957873217420213,0.9177499386055862
66787,2.1925137,1.1731498933016262,1.3608683733389049
66788,1.1950545,0.8806699359972984,1.0880331550737765
