Docking_Score,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,LabuteASA,FractionCSP3,TPSA,HeavyAtomCount,NumHAcceptors,NumHDonors,MolLogP,MolMR
-5.969,286.40299999999996,0.12564762804923366,-0.36955903566042336,0.36955903566042336,0.12564762804923366,125.32880889232808,0.5,58.04,21.0,3.0,3.0,0.9384399999999999,83.29610000000004
-4.939,255.35799999999995,0.21988660713222488,-0.3933128208414698,0.3933128208414698,0.21988660713222488,109.09099947328168,0.9285714285714286,58.56,18.0,3.0,2.0,1.3262999999999991,69.06450000000005
-6.91,309.3860000000001,0.25463922974694125,-0.4903523500645644,0.4903523500645644,0.25463922974694125,130.88684675230965,0.5625,61.230000000000004,22.0,4.0,2.0,-0.6448999999999976,82.50690000000006
-6.542,333.40900000000005,0.2676712071673116,-0.49643759254473485,0.49643759254473485,0.2676712071673116,136.055076765647,0.29411764705882354,55.84,23.0,4.0,0.0,2.7636200000000013,88.96080000000003
-5.831,299.3980000000001,0.22654429690962727,-0.33528393792150274,0.33528393792150274,0.22654429690962727,130.51220092961597,0.4117647058823529,54.74,22.0,3.0,1.0,1.3714999999999993,85.28140000000005
-7.397,346.4960000000002,0.25334376566874217,-0.3386849308949034,0.3386849308949034,0.25334376566874217,148.12980986545398,0.5789473684210527,40.620000000000005,24.0,3.0,0.0,3.5596000000000023,99.68150000000007
-6.761,361.4520000000001,0.2225287677263236,-0.49668738754857644,0.49668738754857644,0.2225287677263236,146.64029221700073,0.2,81.93000000000002,24.0,8.0,1.0,2.983100000000001,93.88970000000002
-6.039,309.41700000000014,0.20391902842805784,-0.3514099332119161,0.3514099332119161,0.20391902842805784,135.66977166146958,0.4444444444444444,58.53,23.0,4.0,2.0,4.185120000000003,92.50640000000004
-5.791,347.4590000000001,0.25144610847908555,-0.386656282639577,0.386656282639577,0.25144610847908555,149.1466554428266,0.5789473684210527,81.66999999999999,25.0,4.0,3.0,0.9322199999999998,97.34470000000005
-5.527,319.34,0.2547151307705187,-0.4887769641363273,0.4887769641363273,0.2547151307705187,132.72387911189315,0.3333333333333333,81.93,23.0,6.0,1.0,1.1259999999999986,81.23970000000003
-8.06,371.46500000000003,0.2591955546352849,-0.366250601384543,0.366250601384543,0.2591955546352849,158.36281596254383,0.5263157894736842,108.25,27.0,5.0,1.0,1.0291199999999991,98.91860000000004
-5.41,332.4880000000001,0.3381410458690016,-0.456370146117924,0.456370146117924,0.3381410458690016,145.1136935973531,0.65,47.349999999999994,24.0,2.0,2.0,0.915000000000002,93.98060000000007
-4.542,401.304,0.23062641780302726,-0.34880818164384725,0.34880818164384725,0.23062641780302726,155.6925192601496,0.3,58.2,25.0,2.0,2.0,4.316500000000003,102.35740000000003
-6.574,283.39700000000005,0.31742152703766596,-0.39608576223361175,0.39608576223361175,0.31742152703766596,117.200456067343,0.6923076923076923,65.46000000000001,19.0,4.0,2.0,1.92642,75.18050000000004
-5.33,387.4800000000002,0.2507938565067575,-0.48547435949039774,0.48547435949039774,0.2507938565067575,165.35036993359242,0.5714285714285714,86.48,28.0,6.0,1.0,3.392000000000002,104.08520000000006
-8.095,398.82500000000005,0.27575959945962614,-0.3257202118682602,0.3257202118682602,0.27575959945962614,164.86327460415123,0.15,76.02000000000001,28.0,4.0,2.0,4.110220000000003,104.61489999999999
-5.034,414.6140000000004,0.25347909381319983,-0.4903152396870504,0.4903152396870504,0.25347909381319983,181.90237817260564,0.72,37.22,30.0,3.0,1.0,2.611600000000001,120.27420000000009
-5.849,283.24600000000004,0.23056595345240632,-0.3412484458313337,0.3412484458313337,0.23056595345240632,117.84365924580474,0.0,98.52000000000001,21.0,5.0,1.0,2.2463999999999995,71.15820000000001
-8.524,420.49400000000014,0.32439731279054984,-0.328520374576243,0.328520374576243,0.32439731279054984,177.29849076778078,0.18181818181818182,91.4,30.0,5.0,2.0,2.9669000000000008,114.08640000000001
-7.376,308.38499999999993,0.27289020078594817,-0.3780685070726053,0.3780685070726053,0.27289020078594817,135.28408125129474,0.2777777777777778,60.230000000000004,23.0,3.0,0.0,2.2093,87.14320000000005
-5.966,297.38200000000006,0.2724084703859371,-0.4967400928204658,0.4967400928204658,0.2724084703859371,129.5167077118968,0.29411764705882354,53.22,22.0,4.0,1.0,2.669620000000001,87.12640000000005
-6.904,352.31700000000006,0.43409087217307457,-0.5708832836439115,0.5708832836439115,0.43409087217307457,134.78164421838767,0.06666666666666667,74.02000000000001,24.0,4.0,0.0,4.042700000000002,81.18680000000002
-5.831,366.2660000000001,0.26049668014200306,-0.47934055279776994,0.47934055279776994,0.26049668014200306,139.40196922984921,0.5,72.47,22.0,4.0,1.0,2.4541000000000004,86.37050000000004
-6.758,399.9250000000002,0.2060726511935064,-0.4668392274158795,0.4668392274158795,0.2060726511935064,158.76135885876027,0.5,65.5,25.0,8.0,1.0,3.941200000000002,98.66970000000003
-5.908,305.37399999999997,0.3246300549967426,-0.496768209592657,0.496768209592657,0.3246300549967426,130.5399320670398,0.5294117647058824,64.63,22.0,4.0,1.0,2.1862999999999992,82.78270000000006
-4.579,544.4710000000001,0.26146686885559717,-0.339965360319539,0.339965360319539,0.26146686885559717,207.7011405813694,0.2,104.37,34.0,4.0,3.0,4.951420000000003,137.29339999999993
-7.706,291.2690000000001,0.4498505019197627,-0.4589358471635054,0.4589358471635054,0.4498505019197627,113.50660450424058,0.6153846153846154,62.47,20.0,3.0,2.0,2.579300000000001,64.00800000000002
-7.883,306.38899999999995,0.25842818123635547,-0.32781926824062513,0.32781926824062513,0.25842818123635547,134.6659211292351,0.15789473684210525,50.19,23.0,2.0,2.0,1.6512000000000004,93.29740000000002
-5.841,315.44100000000003,0.28630304617995506,-0.3532198303771851,0.3532198303771851,0.28630304617995506,137.74984129755498,0.6111111111111112,59.370000000000005,23.0,3.0,1.0,1.8993999999999993,90.02940000000005
-4.983,324.832,0.27534406891418384,-0.3543184407453104,0.3543184407453104,0.27534406891418384,135.56086157432247,0.5,62.64,22.0,2.0,3.0,0.13960000000000194,85.70110000000004
-5.76,293.396,0.1247889906368062,-0.7601459745535445,0.7601459745535445,0.1247889906368062,125.08655228473766,0.0,25.78,20.0,4.0,0.0,4.417300000000002,85.988
-8.823,311.341,0.3069302350092449,-0.8669331066968147,0.8669331066968147,0.3069302350092449,133.10896915885758,0.23529411764705882,95.4,23.0,3.0,2.0,1.1039999999999992,82.57310000000003
-5.533,334.37700000000007,0.26180139978760064,-0.5448142097722556,0.5448142097722556,0.26180139978760064,133.54594624363517,0.3333333333333333,104.12,23.0,6.0,1.0,0.5559999999999994,81.50700000000003
-6.505,366.45000000000005,0.2582763884139088,-0.29381834191484146,0.29381834191484146,0.2582763884139088,153.7422564038685,0.2222222222222222,68.32000000000001,26.0,8.0,0.0,2.529700000000001,100.58000000000001
-6.746,373.41600000000017,0.26294899889257045,-0.4932266254410798,0.4932266254410798,0.26294899889257045,160.55265229943,0.19047619047619047,84.83,28.0,6.0,2.0,3.4346000000000014,107.02040000000001
-6.764,442.52000000000015,0.1736499372244317,-0.8600225777447276,0.8600225777447276,0.1736499372244317,188.6190119559595,0.12,72.11,32.0,7.0,0.0,4.574400000000004,125.0415
-6.852,342.44300000000004,0.3230564349102561,-0.507955183200389,0.507955183200389,0.3230564349102561,148.0047724790099,0.47368421052631576,70.39,25.0,4.0,2.0,3.848620000000003,97.65050000000005
-4.974,238.28699999999995,0.22413662776826734,-0.38107905167654615,0.38107905167654615,0.22413662776826734,100.50031405948856,0.6666666666666666,64.36,17.0,4.0,1.0,0.9866399999999997,61.61670000000003
-6.396,364.3230000000001,0.41797981419479247,-0.4799491834421208,0.4799491834421208,0.41797981419479247,146.7052388640006,0.2222222222222222,67.43,26.0,3.0,2.0,3.6060000000000016,88.9394
-6.169,330.35,0.4055195515936987,-0.34906704304717906,0.4055195515936987,0.34906704304717906,133.21017052614073,0.5,49.410000000000004,23.0,2.0,1.0,2.9959000000000016,80.91320000000005
-6.312,206.27,0.23390285977158884,-0.32537785517687684,0.32537785517687684,0.23390285977158884,87.11824556756918,0.2,52.89,14.0,3.0,1.0,1.8818799999999998,58.009700000000024
-6.033,262.245,0.27210311679055466,-0.5472351543399607,0.5472351543399607,0.27210311679055466,108.90421227211894,0.3333333333333333,103.18,19.0,6.0,1.0,-1.4355999999999984,65.5237
-4.522,345.4870000000001,0.3171620886819175,-0.37792888655377344,0.37792888655377344,0.3171620886819175,150.87352726755648,0.65,44.81,25.0,3.0,1.0,2.8488000000000016,99.33970000000006
-3.915,346.4560000000002,0.23719938271685853,-0.3702350820113831,0.3702350820113831,0.23719938271685853,145.54206617803254,0.47058823529411764,71.11,24.0,5.0,1.0,3.1899000000000015,94.09770000000003
-7.688,296.37399999999997,0.22486893616166953,-0.3499790510959903,0.3499790510959903,0.22486893616166953,129.2995797696312,0.47058823529411764,59.81,22.0,4.0,1.0,1.5141999999999995,82.23070000000004
-4.901,337.427,0.3172268449412798,-0.32824991584124324,0.32824991584124324,0.3172268449412798,147.02285604983499,0.3157894736842105,63.050000000000004,25.0,4.0,1.0,2.913400000000001,98.23170000000003
-5.921,366.4650000000001,0.3149946243528741,-0.3340790514616543,0.3340790514616543,0.3149946243528741,159.70958110931156,0.3333333333333333,64.68,27.0,3.0,2.0,2.0010999999999997,105.07340000000002
-6.44,281.381,0.2142393237148789,-0.25990075274941715,0.25990075274941715,0.2142393237148789,114.48377725970352,0.5384615384615384,74.06,19.0,4.0,0.0,1.78308,73.50180000000005
-5.284,282.428,0.2392583934758225,-0.3814303354777796,0.3814303354777796,0.2392583934758225,122.57651213348693,0.9375,55.56,20.0,3.0,1.0,2.0249999999999995,80.27740000000006
-9.006,380.83900000000006,0.28218559514469593,-0.38155205580443535,0.38155205580443535,0.28218559514469593,160.3209855428245,0.15789473684210525,95.65,27.0,7.0,1.0,4.343300000000003,103.59839999999997
-6.51,348.4670000000001,0.3541750105642616,-0.464342337140908,0.464342337140908,0.3541750105642616,149.05928971940313,0.6842105263157895,64.77,25.0,4.0,2.0,0.9434000000000011,94.62190000000005
-5.406,333.81500000000005,0.2576539252500517,-0.4831318430981431,0.4831318430981431,0.2576539252500517,139.94920290511214,0.3888888888888889,58.56,23.0,3.0,2.0,3.2917000000000014,90.85850000000003
-5.095,287.322,0.25361966220007826,-0.322172295414912,0.322172295414912,0.25361966220007826,127.14343002764886,0.05555555555555555,54.35,22.0,3.0,1.0,3.0489000000000006,87.95870000000001
-6.197,257.317,0.3155134723091425,-0.4667866683141701,0.4667866683141701,0.3155134723091425,111.83969958656456,0.35714285714285715,52.34,19.0,4.0,1.0,0.06250000000000044,69.96270000000003
-5.091,355.41500000000013,0.3356925213907797,-0.48363449573741146,0.48363449573741146,0.3356925213907797,147.99558658436493,0.2631578947368421,59.75000000000001,25.0,5.0,0.0,3.3792000000000018,96.13000000000004
-5.515,314.41299999999995,0.2507655019033408,-0.35074768272790646,0.35074768272790646,0.2507655019033408,135.7423364704947,0.47058823529411764,66.32,23.0,4.0,2.0,0.3295200000000009,89.77340000000005
-6.996,252.339,0.25887729489846084,-0.3536395298528927,0.3536395298528927,0.25887729489846084,104.61577412994195,0.5,42.31,17.0,4.0,0.0,0.88272,69.64850000000003
-7.034,303.406,0.4191849194742796,-0.40769754268532876,0.4191849194742796,0.40769754268532876,129.65596466020898,0.5882352941176471,44.019999999999996,22.0,3.0,2.0,-1.1750999999999963,84.14340000000004
-5.665,268.341,0.2551908785891949,-0.3209577722082986,0.3209577722082986,0.2551908785891949,115.8103976592366,0.06666666666666667,52.89,19.0,3.0,1.0,3.5324800000000014,77.33320000000003
-8.705,322.433,0.26940129196417967,-0.3506711728124796,0.3506711728124796,0.26940129196417967,139.6840726048462,0.15789473684210525,41.99,23.0,3.0,1.0,4.147000000000002,95.85920000000003
